Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
B3D16;1;2;3;4;16;1;lim;5;26;6;0;0;0;10;10;6.8;168;18;53;75;79;83;85;90;88;19;vivant;18;53;75;79;83;85;90;88;low;7.4;1
B3D17;72;2;3;4;17;72;lim;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;low;;
B3D18;27;2;3;4;18;27;lim;60;19;6;0;1;5;;;5;135;19.5;34;48.5;50;10;0;0;0;;2015;19.5;34;48.5;50;10;;;;low;18;0
B3D19;73;2;3;4;19;73;lim;40;24;3;0.6;1;5;0;10;5;135;20;27;38;41.5;47;47;54;57;11.9;vivant;20;27;38;41.5;47;47;54;57;low;14.52;1
B3D2;1;2;3;4;2;1;lim;20;23.75;3;1.5;1;25;10;5;5.6;135;12.5;34;41;41.5;43;44;50;42;12.5;vivant;12.5;34;41;41.5;43;44;50;42;low;14.65;1
B3D20;48;2;3;4;20;48;lim;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;low;;
B3D21;9;2;3;4;21;9;lim;45;12.75;9;0;;0;;;2.1;186;12;16;22;22.5;11;3;0;0;;2016;12;16;22;22.5;11;3;;;low;13.35;0
B3D22;73;2;3;4;22;73;lim;50;29.25;4.5;7.5;0;5;0;8;4.7;135;25.5;37;59.5;73.5;13;27;33;35;14.2;vivant;25.5;37;59.5;73.5;13;27;33;35;low;19.25;1
B3D23;11;2;3;4;23;11;lim;;;;;;;;;2.7;;;;;;;;;;;g;;;;;;;;;low;;
B3D24;70;2;3;4;24;70;lim;40;26.125;21.5;0.6;0;5;0;5;3;135;13;22;34.5;36;35;19;25;30;8.6;vivant;13;22;34.5;36;35;19;25;30;low;18.645;1
B3D25;72;2;3;4;25;72;lim;25;38;4.5;11;1;25;0;0;4.5;224;16.5;19;30.5;32;24;8;18;19;1.6;vivant;16.5;19;30.5;32;24;8;18;19;low;20.7;1
B3D26;27;2;3;4;26;27;lim;35;31.5;4.5;5.5;1;5;0;5;4.4;135;19.5;41;67.5;66.5;71;66;50;20;10.1;vivant;19.5;41;67.5;66.5;71;66;50;20;low;16.3;1
B3D27;45;2;3;4;27;45;lim;5;22.58;6;3;1;5;0;0;4.7;153;21.5;36;56.5;64;69;29;29;21;;vivant;21.5;36;56.5;64;69;29;29;21;low;8.316;1
B3D28;11;2;3;4;28;11;lim;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;low;;
B3D29;72;2;3;4;29;72;lim;50;22.75;9;2.4;0;0;;;4.9;269;6;11;27;30;28;6;17;0;;2017;6;11;27;30;28;6;17;;low;16.83;0
B3D3;1;2;3;4;3;1;lim;15;28.9;1.5;0.9;0;0;0;5;5.1;186;13.5;34;46.5;53;54;53;51;50;15.3;vivant;13.5;34;46.5;53;54;53;51;50;low;9.26;1
B3D30;75;2;3;4;30;75;lim;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;low;;
B3D31;11;2;3;4;31;11;lim;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;low;;
B3D32;11;2;3;4;32;11;lim;5;22.8125;4.5;0;1;5;0;0;6.4;153;17;34;38.5;39;24;7;13;5;6.9;vivant;17;34;38.5;39;24;7;13;5;low;7.4625;1
B3D33;1;2;3;4;33;1;lim;15;22.5;6;0;0;5;0;5;5.2;135;15.5;23;36;38;40;27;34;32;7.7;vivant;15.5;23;36;38;40;27;34;32;low;9.7;1
B3D34;76;2;3;4;34;76;lim;3;10;23;10;0;0;0;0;4.4;135;8.5;18;22.5;22;5;3;7;9;1.1;vivant;8.5;18;22.5;22;5;3;7;9;low;9.2;1
B3D35;75;2;3;4;35;75;lim;3;29.25;3;0;1;25;0;0;3.1;135;8;20;32.5;33.5;19;6;7;5;6.3;vivant;8;20;32.5;33.5;19;6;7;5;low;12.05;1
B3D36;1;2;3;4;36;1;lim;20;24;3;16.5;0;0;0;0;5.3;153;15.5;28;42;43;41;4;5;6;1.6;vivant;15.5;28;42;43;41;4;5;6;low;12.7;1
B3D37;70;2;3;4;37;70;lim;40;11;3;0;0;0;0;5;5.2;153;23;27;29;32;24;20;22;23;6.7;vivant;23;27;29;32;24;20;22;23;low;10.8;1
B3D38;48;2;3;4;38;48;lim;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;low;;
B3D4;27;2;3;4;4;27;lim;15;24.75;0;0.9;1;25;0;0;6;135;17.5;24;29;31;30;28;24;49;13.6;vivant;17.5;24;29;31;30;28;24;49;low;13.13;1
B3D5;9;2;3;4;5;9;lim;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;low;;
B3D6;51;2;3;4;6;51;lim;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;low;;
B3D7;76;2;3;4;7;76;lim;;;;;;;;;1.1;;;;;;;;;;;g;;;;;;;;;low;;
B3D8;72;2;3;4;8;72;lim;5;32.275;3;1.5;0;0;0;0;6;168;17;29;44.5;48;49;50;48;44;10.5;vivant;17;29;44.5;48;49;50;48;44;low;8.355;1
B3D9;77;2;3;4;9;77;lim;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;low;;
B3E10;70;2;3;5;10;70;lim;5;29.25;3;0.6;0;0;0;3;3.6;153;16;33;33;36.5;35;35;38;21;7;vivant;16;33;33;36.5;35;35;38;21;low;7.57;1
B3E11;73;2;3;5;11;73;lim;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;low;;
B3E12;48;2;3;5;12;48;lim;;;;;;;;;3.2;;;;;;;;;;;g;;;;;;;;;low;;
B3E13;74;2;3;5;13;74;lim;15;16.5;1.5;11;1;50;0;0;4.9;135;14;35;37.5;40;20;28;21;13;7;vivant;14;35;37.5;40;20;28;21;13;low;18.8;1
B3E14;48;2;3;5;14;48;lim;20;32.075;4.5;11;0;0;10;10;5.9;135;17.5;45;53;56.5;55;52;27;27;12.7;vivant;17.5;45;53;56.5;55;52;27;27;low;13.515;1
B3E15;77;2;3;5;15;77;lim;15;30;18;11;0;0;0;5;5.4;153;29.5;37;57.5;59.5;61;65;64;63;11.5;vivant;29.5;37;57.5;59.5;61;65;64;63;low;14.8;1
B3E16;11;2;3;5;16;11;lim;10;24;6;4;1;0;0;0;5.1;153;16;31;36;35.5;13;20;20;14;2.2;vivant;16;31;36;35.5;13;20;20;14;low;8.8;1
B3E17;11;2;3;5;17;11;lim;10;32.7875;6;0.6;1;25;0;;4.3;168;16;32;36;36;31;30;22;0;10;2017;16;32;36;36;31;30;22;;low;14.8775;0
B3E18;71;2;3;5;18;71;lim;;;;;;;;;6.7;;;;;;;;;;;g;;;;;;;;;low;;
B3E19;9;2;3;5;19;9;lim;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;low;;
B3E2;51;2;3;5;2;51;lim;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;low;;
B3E20;71;2;3;5;20;71;lim;25;25.1875;4.5;0;1;5;;;9.4;135;40;58;75;81;13;19;0;0;;2016;40;58;75;81;13;19;;;low;11.9375;0
B3E21;77;2;3;5;21;77;lim;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;low;;
B3E22;11;2;3;5;22;11;lim;15;21;3;0.9;1;5;0;2;6.3;135;38;40;55;61;65;11;34;40;12.2;vivant;38;40;55;61;65;11;34;40;low;8.98;1
B3E23;51;2;3;5;23;51;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
B3E24;76;2;3;5;24;76;lim;10;33.75;6;0;0;0;0;5;4.1;168;12;27;40.5;43;46;50;50;48;10;vivant;12;27;40.5;43;46;50;50;48;low;9.95;1
B3E25;73;2;3;5;25;73;lim;20;28;3;0.3;0;5;10;3;5.6;135;19.5;43;53;54.5;59;60;52;53;12.5;vivant;19.5;43;53;54.5;59;60;52;53;low;11.26;1
B3E26;45;2;3;5;26;45;lim;15;31.5;9;0;0;0;0;5;7;153;12;35;65.5;64;66;65;68;36;12.3;vivant;12;35;65.5;64;66;65;68;36;low;11.1;1
B3E27;72;2;3;5;27;72;lim;20;30.875;6;0;1;5;0;0;5.3;153;19.5;33;43.5;46;43;30;30;25;11.2;vivant;19.5;33;43.5;46;43;30;30;25;low;12.375;1
B3E28;72;2;3;5;28;72;lim;10;24.5;0;0;0;0;0;0;4.5;153;19;30;45;49;23;13;16;18;;vivant;19;30;45;49;23;13;16;18;low;6.9;1
B3E29;71;2;3;5;29;71;lim;5;24.75;3;10;1;25;0;0;6.6;153;19;36;54;61.5;56;33;11;0;;2017;19;36;54;61.5;56;33;11;;low;13.55;0
B3E3;70;2;3;5;3;70;lim;20;35.625;1.5;0;0;5;0;8;4.2;153;28.5;46;52;53.5;55;62;67;66;19;vivant;28.5;46;52;53.5;55;62;67;66;low;12.425;1
B3E30;74;2;3;5;30;74;lim;;;;;;;;;4.8;;;;;;;;;;;g;;;;;;;;;low;;
B3E31;76;2;3;5;31;76;lim;15;34;9;0;0;0;0;0;4.2;153;14;30;45;44;48;7;15;9;2.3;vivant;14;30;45;44;48;7;15;9;low;11.6;1
B3E32;75;2;3;5;32;75;lim;0;24.05;4.5;13.75;1;5;0;5;3.4;153;13.5;34;36.5;44;49;48;35;34;10.5;vivant;13.5;34;36.5;44;49;48;35;34;low;9.46;1
B3E33;77;2;3;5;33;77;lim;0;38.25;6;1.2;0;0;0;3;4;153;13.5;19;28.5;40;47;46;50;49;7.3;vivant;13.5;19;28.5;40;47;46;50;49;low;9.09;1
B3E34;75;2;3;5;34;75;lim;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;low;;
B3E35;9;2;3;5;35;9;lim;5;21;0;0;0;0;0;3;2.4;153;12;26;41;46;45;20;23;8;7.7;vivant;12;26;41;46;45;20;23;8;low;5.2;1
B3E36;1;2;3;5;36;1;lim;3;29.75;15;0;0;0;10;20;5.1;153;20;48;55;58.5;61;60;69;63;17.1;vivant;20;48;55;58.5;61;60;69;63;low;9.55;1
B3E37;73;2;3;5;37;73;lim;10;42;6;0.9;0;0;15;15;3.5;135;15;43;68;77;84;88;93;41;12.6;vivant;15;43;68;77;84;88;93;41;low;11.78;1
B3E38;75;2;3;5;38;75;lim;;;;;1;25;;15;2.7;224;0;0;0;0;0;0;0;0;;2009;;;;;;;;;low;;0
B3E4;11;2;3;5;4;11;lim;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;low;;
B3E5;9;2;3;5;5;9;lim;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;low;;
B3E6;72;2;3;5;6;72;lim;65;29.25;3;17.5;0;0;10;5;4.2;224;17;18;26;31;35;40;41;40;6;vivant;17;18;26;31;35;40;41;40;low;22.95;1
B3E7;70;2;3;5;7;70;lim;3;24.5;4.5;0;0;0;0;5;4.5;153;15.5;30;33;34.5;36;30;23;23;13.6;vivant;15.5;30;33;34.5;36;30;23;23;low;6.4;1
B3E8;45;2;3;5;8;45;lim;70;20.8;3;9.5;0;0;0;0;5.3;224;6.5;17;20;21.5;22;18;14;12;3.7;vivant;6.5;17;20;21.5;22;18;14;12;low;20.66;1
B3E9;73;2;3;5;9;73;lim;5;29.25;1.5;0;1;5;0;3;3.7;186;8.5;24;26;27;26;27;19;14;5.5;vivant;8.5;24;26;27;26;27;19;14;low;8.15;1
B3H10;73;2;3;8;10;73;lim;25;10;3;4;0;5;0;0;4.6;135;9;31;53.5;55;54;28;28;20;8.5;vivant;9;31;53.5;55;54;28;28;20;low;9.4;1
B3H11;72;2;3;8;11;72;lim;10;3.75;0;0;0;0;5;10;4.3;135;25.5;58;65.5;69;71;78;69;69;;vivant;25.5;58;65.5;69;71;78;69;69;low;2.75;1
B3H12;51;2;3;8;12;51;lim;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;low;;
B3H13;72;2;3;8;13;72;lim;20;15;3;0.6;1;0;25;15;5.7;135;33;55;65;67;65;69;66;69;12;vivant;33;55;65;67;65;69;66;69;low;7.72;1
B3H14;1;2;3;8;14;1;lim;10;29;0;0.8;0;0;5;0;5.8;168;25;50;51;53;48;9;10;69;10;vivant;25;50;51;53;48;9;10;69;low;7.96;1
B3H15;9;2;3;8;15;9;lim;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;low;;
B3H16;75;2;3;8;16;75;lim;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;low;;
B3H17;71;2;3;8;17;71;lim;70;10;0;0;0;25;;;3.5;224;8.5;13;22;22;11;0;0;0;;2015;8.5;13;22;22;11;;;;low;21;0
B3H18;73;2;3;8;18;73;lim;30;16.875;3;3;1;50;0;5;3.9;135;15;33;44.5;50;50;26;26;35;14.6;vivant;15;33;44.5;50;50;26;26;35;low;20.575;1
B3H19;76;2;3;8;19;76;lim;35;22.15;4.5;4;0;0;0;10;6.7;135;14;30;44.5;48;50;20;33;33;10.9;vivant;14;30;44.5;48;50;20;33;33;low;13.13;1
B3H2;77;2;3;8;2;77;lim;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;low;;
B3H20;51;2;3;8;20;51;lim;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;low;;
B3H21;76;2;3;8;21;76;lim;25;5;3;8.5;0;0;0;20;4;135;35;50;55;63;63;65;59;68;9.5;vivant;35;50;55;63;63;65;59;68;low;8.3;1
B3H22;11;2;3;8;22;11;lim;25;23.5;0;8;1;25;0;0;3.3;224;6.5;16;19;23;17;20;8;5;3.3;vivant;6.5;16;19;23;17;20;8;5;low;16.3;1
B3H23;48;2;3;8;23;48;lim;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;low;;
B3H24;71;2;3;8;24;71;lim;20;33.5;4.5;9.5;0;0;;;7.2;135;26;59;65;66;63;14;0;0;;2016;26;59;65;66;63;14;;;low;13.5;0
B3H25;76;2;3;8;25;76;lim;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;low;;
B3H26;74;2;3;8;26;74;lim;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;low;;
B3H27;76;2;3;8;27;76;lim;10;15.75;3;0.9;0;0;0;5;5.2;186;24;44;42.5;47.5;52;29;32;40;;vivant;24;44;42.5;47.5;52;29;32;40;low;5.93;1
B3H28;75;2;3;8;28;75;lim;10;17.5;0;0;1;25;0;0;4.1;135;14;39;40.5;42;16;12;9;8;1.1;vivant;14;39;40.5;42;16;12;9;8;low;10.5;1
B3H29;77;2;3;8;29;77;lim;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;low;;
B3H3;76;2;3;8;3;76;lim;20;20;3;11.5;0;5;0;10;4.1;135;32.5;47;47;55.5;58;62;63;66;15.9;vivant;32.5;47;47;55.5;58;62;63;66;low;11.9;1
B3H30;27;2;3;8;30;27;lim;15;24;4.5;0;1;5;0;0;7.2;153;13.5;31;51.5;48;39;17;14;10;8.1;vivant;13.5;31;51.5;48;39;17;14;10;low;9.7;1
B3H31;11;2;3;8;31;11;lim;10;7.5;6;0;1;25;0;;5.7;168;12.5;36;39;39.5;17;7;13;0;8.3;2017;12.5;36;39;39.5;17;7;13;;low;9.7;0
B3H32;45;2;3;8;32;45;lim;5;5.625;6;0;1;25;0;5;5.1;135;15;34;43;45;51;54;53;50;24;vivant;15;34;43;45;51;54;53;50;low;8.325;1
B3H33;75;2;3;8;33;75;lim;3;6.25;3;0;0;0;0;;3.8;153;17.5;40;55;57;48;16;10;0;1.6;2017;17.5;40;55;57;48;16;10;;low;2.45;0
B3H34;11;2;3;8;34;11;lim;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;low;;
B3H35;77;2;3;8;35;77;lim;25;11.4125;6;2.4;0;0;0;0;5.1;135;22.5;47;55.5;54;65;70;48;20;;vivant;22.5;47;55.5;54;65;70;48;20;low;8.9625;1
B3H36;74;2;3;8;36;74;lim;50;4;6;0;1;5;;;3.2;224;10;15;25.5;26;5;4;0;0;;2016;10;15;25.5;26;5;4;;;low;13;0
B3H37;72;2;3;8;37;72;lim;50;24.175;4.5;0;0;5;0;0;5;135;33.5;34;62;66.5;62;12;21;20;8.5;vivant;33.5;34;62;66.5;62;12;21;20;low;16.735;1
B3H38;1;2;3;8;38;1;lim;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;low;;
B3H4;27;2;3;8;4;27;lim;70;28;0;9.5;0;5;15;0;4.8;135;18;39;43;44;26;27;25;24;7.1;vivant;18;39;43;44;26;27;25;24;low;22.5;1
B3H5;70;2;3;8;5;70;lim;20;11.875;3;11;0;0;0;20;5.3;135;40;67;71;76;76;78;73;74;19.4;vivant;40;67;71;76;76;78;73;74;low;9.175;1
B3H6;9;2;3;8;6;9;lim;25;28;3;5.5;1;25;0;0;4.1;135;36;44;52;61;61;24;23;10;12.7;vivant;36;44;52;61;61;24;23;10;low;17.3;1
B3H7;1;2;3;8;7;1;lim;20;28.1;0;0;0;0;5;15;6.3;153;40.5;40;43.5;44;44;45;45;47;16.4;vivant;40.5;40;43.5;44;44;45;45;47;low;9.62;1
B3H8;75;2;3;8;8;75;lim;25;18;1.5;0;1;5;0;10;3.1;153;17;48;54.5;50;27;32;30;13;12.1;vivant;17;48;54.5;50;27;32;30;13;low;9.9;1
B3H9;72;2;3;8;9;72;lim;;;;;;;;;5.4;;;;;;;;;;;g;;;;;;;;;low;;
B3I10;77;2;3;9;10;77;lim;40;28;6;20;0;0;0;4;7.3;135;14.5;18;37;53;55;14;44;20;7.7;vivant;14.5;18;37;53;55;14;44;20;low;18.8;1
B3I11;9;2;3;9;11;9;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
B3I12;72;2;3;9;12;72;lim;50;24;0;12;1;25;;;3.6;168;25.5;19;35;43.5;14;0;0;0;;2015;25.5;19;35;43.5;14;;;;low;22.2;0
B3I13;74;2;3;9;13;74;lim;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;low;;
B3I14;71;2;3;9;14;71;lim;40;20.25;0;11;1;5;30;20;5;135;27;52;63.5;64;48;10;37;33;9.8;vivant;27;52;63.5;64;48;10;37;33;low;15.25;1
B3I15;75;2;3;9;15;75;lim;20;34.125;1.5;8.25;1;50;0;5;3.2;186;14;31;39.5;43;25;15;29;28;9.8;vivant;14;31;39.5;43;25;15;29;28;low;22.775;1
B3I16;51;2;3;9;16;51;lim;;;;;;;;;7.6;;;;;;;;;;;g;;;;;;;;;low;;
B3I17;70;2;3;9;17;70;lim;25;6.25;11;16.5;1;50;0;0;3.7;224;16;25;38.5;35;25;11;12;7;5.1;vivant;16;25;38.5;35;25;11;12;7;low;21.75;1
B3I18;74;2;3;9;18;74;lim;25;22.5;3;0;1;25;0;3;6.7;153;22;45;63;59.5;41;22;25;15;10.7;vivant;22;45;63;59.5;41;22;25;15;low;15.1;1
B3I19;27;2;3;9;19;27;lim;20;5.625;1.5;0;0;0;;;4.1;135;16.5;23;23.5;24;18;0;0;0;;2015;16.5;23;23.5;24;18;;;;low;5.425;0
B3I2;77;2;3;9;2;77;lim;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;low;;
B3I20;1;2;3;9;20;1;lim;25;15;0;0;0;5;40;0;5.5;135;18;34;42.5;50;48;18;9;16;7.6;vivant;18;34;42.5;50;48;18;9;16;low;9;1
B3I21;76;2;3;9;21;76;lim;20;2;0;10;0;0;10;5;4.7;186;7;10;23;29;31;35;34;35;5.1;vivant;7;10;23;29;31;35;34;35;low;6.4;1
B3I22;71;2;3;9;22;71;lim;50;41.875;4.5;5.5;1;25;;;7;135;27.5;41;49.5;51;32;0;0;0;;2015;27.5;41;49.5;51;32;;;;low;25.375;0
B3I23;73;2;3;9;23;73;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
B3I24;48;2;3;9;24;11;lim;50;40;0;8;1;25;0;0;4.4;135;21;26;27;27.5;25;25;19;0;;2017;21;26;27;27.5;25;25;19;;low;24.6;0
B3I25;48;2;3;9;25;48;lim;35;27.5;3;0;1;25;0;0;5;135;38;71;75.5;77;58;21;19;12;;vivant;38;71;75.5;77;58;21;19;12;low;18.1;1
B3I26;73;2;3;9;26;73;lim;45;18;4.5;3;1;25;;;4.9;135;33.5;41;52;65;64;12;14;0;;2017;33.5;41;52;65;64;12;14;;low;19.1;0
B3I27;11;2;3;9;27;11;lim;75;;0;0;;;;;4.8;269;3.5;2;5;0;0;0;0;0;;2012;3.5;2;5;;;;;;low;;0
B3I28;51;2;3;9;28;51;lim;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;low;;
B3I29;45;2;3;9;29;45;lim;20;22.5;0;0;1;25;0;;7.2;135;33;39;48;51;51;52;19;23;14.1;vivant;33;39;48;51;51;52;19;23;low;13.5;1
B3I3;1;2;3;9;3;1;lim;30;15;3;1.5;0;0;5;20;6.5;135;16.5;48;61;68;76;83;82;85;17.3;vivant;16.5;48;61;68;76;83;82;85;low;9.9;1
B3I30;48;2;3;9;30;48;lim;35;7.5;6;0;0;5;0;0;3.3;135;15.5;24;27;28.5;9;13;10;3;6;vivant;15.5;24;27;28.5;9;13;10;3;low;10.7;1
B3I31;9;2;3;9;31;9;lim;25;23.5;3;1.5;1;25;0;0;5.5;153;22;29;37.5;38;14;9;13;0;9.3;2017;22;29;37.5;38;14;9;13;;low;15.6;0
B3I32;9;2;3;9;32;9;lim;;;;;;;;;1.7;;;;;;;;;;;g;;;;;;;;;low;;
B3I33;75;2;3;9;33;75;lim;3;7.5;4.5;1.5;1;0;;;3.6;153;11;33;43.5;47;18;13;0;0;;2016;11;33;43.5;47;18;13;;;low;3.3;0
B3I34;73;2;3;9;34;73;lim;40;10.5;3;0;0;0;0;0;4.2;135;22;30;56.5;58;58;30;8;7;10.8;vivant;22;30;56.5;58;58;30;8;7;low;10.7;1
B3I35;51;2;3;9;35;51;lim;15;22.5;3;5.5;1;0;10;15;9.2;186;14.5;37;54;65;26;59;57;55;10;vivant;14.5;37;54;65;26;59;57;55;low;9.2;1
B3I36;75;2;3;9;36;75;lim;15;5.625;6;8.5;1;25;0;20;3.2;153;24;42;54.5;62;22;71;69;70;12.3;vivant;24;42;54.5;62;22;71;69;70;low;12.025;1
B3I37;75;2;3;9;37;75;lim;0;21.5625;6;0;1;25;10;20;3.8;153;16.5;38;53;62.5;63;49;49;49;12.3;vivant;16.5;38;53;62.5;63;49;49;49;low;10.5125;1
B3I38;74;2;3;9;38;74;lim;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;low;;
B3I4;77;2;3;9;4;77;lim;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;low;;
B3I5;76;2;3;9;5;76;lim;15;35;0;8;1;0;0;0;4.9;135;15.5;44;45;47;48;50;49;47;8.3;vivant;15.5;44;45;47;48;50;49;47;low;11.6;1
B3I6;51;2;3;9;6;51;lim;35;28;3;0;1;25;20;5;10.4;153;27;48;58;58;59;56;55;55;10.8;vivant;27;48;58;58;59;56;55;55;low;18.2;1
B3I7;27;2;3;9;7;27;lim;75;;0;0;1;25;25;0;7.3;135;18.5;38;35.5;36;39;22;21;15;5.4;vivant;18.5;38;35.5;36;39;22;21;15;low;;1
B3I8;27;2;3;9;8;27;lim;75;35.3125;4.5;2.4;1;5;0;0;5.4;135;23;45;56;58;58;61;11;13;9.8;vivant;23;45;56;58;58;61;11;13;low;24.4425;1
B3I9;48;2;3;9;9;48;lim;50;9.75;0;9.6;0;50;;;5.5;224;8;14;14.5;15;10;4;0;0;;2016;8;14;14.5;15;10;4;;;low;23.87;0
B3J10;71;2;3;10;10;71;lim;;;;;;;;;4.4;;;;;;;;;;;g;;;;;;;;;low;;
B3J11;76;2;3;10;11;76;lim;5;6.25;3;20;0;0;10;12;2.9;168;5;13;22;31;35;36;37;36;5.7;vivant;5;13;22;31;35;36;37;36;low;6.85;1
B3J12;48;2;3;10;12;48;lim;50;10;3;9;1;25;0;5;3.4;168;15;13;15;40;40;26;11;13;1.4;vivant;15;13;15;40;40;26;11;13;low;19.4;1
B3J13;70;2;3;10;13;70;lim;40;6.25;1.5;1.5;1;5;15;15;5.3;153;17.5;30;40;44;52;42;55;72;9.7;vivant;17.5;30;40;44;52;42;55;72;low;10.85;1
B3J14;72;2;3;10;14;72;lim;0;22.5;4.5;0.3;1;0;0;8;4.9;153;16.5;49;59;66;75;88;94;103;15.4;vivant;16.5;49;59;66;75;88;94;103;low;5.46;1
B3J15;48;2;3;10;15;48;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
B3J16;74;2;3;10;16;74;lim;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;low;;
B3J17;48;2;3;10;17;48;lim;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;low;;
B3J18;73;2;3;10;18;73;lim;60;6;6;4.4;1;25;40;20;4.7;135;18.5;40;69;75.5;89;92;98;92;14;vivant;18.5;40;69;75.5;89;92;98;92;low;20.28;1
B3J19;71;2;3;10;19;71;lim;50;15.75;6;5.5;1;25;0;0;7.8;168;27.5;37;61.5;67;72;8;7;15;1;vivant;27.5;37;61.5;67;72;8;7;15;low;20.45;1
B3J2;73;2;3;10;2;73;lim;;;;;;;;;2.4;;;;;;;;;;;g;;;;;;;;;low;;
B3J20;1;2;3;10;20;1;lim;;;;;;;;;6.3;;;;;;;;;;;g;;;;;;;;;low;;
B3J21;70;2;3;10;21;70;lim;70;22.5;0;1.5;0;25;25;5;4.5;224;11;16;18.5;19;21;20;23;18;4.4;vivant;11;16;18.5;19;21;20;23;18;low;23.8;1
B3J22;77;2;3;10;22;77;lim;50;30.25;3;5.5;0;0;0;;4.2;135;17;27;40;41.5;26;3;6;0;1;2017;17;27;40;41.5;26;3;6;;low;17.75;0
B3J23;70;2;3;10;23;70;lim;90;12.5;0;9;0;0;0;0;4;269;13;22;25;31.5;33;35;24;16;2.6;vivant;13;22;25;31.5;33;35;24;16;low;22.3;1
B3J24;45;2;3;10;24;45;lim;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;low;;
B3J25;11;2;3;10;25;11;lim;25;22.5;8;0;0;0;;;4.3;186;7;9;8.5;9;2;0;0;0;;2015;7;9;8.5;9;2;;;;low;11.1;0
B3J26;71;2;3;10;26;71;lim;90;20.25;0;0;0;25;;;4.6;224;7;10;12;13;3;0;0;0;;2015;7;10;12;13;3;;;;low;27.05;0
B3J27;45;2;3;10;27;45;lim;15;43.28125;0;0;1;0;0;;8.1;153;23.5;50;49;49.5;34;7;13;0;;2017;23.5;50;49;49.5;34;7;13;;low;11.65625;0
B3J28;45;2;3;10;28;45;lim;25;26.875;3;1.6;0;0;0;5;7;153;51;53;57;58;58;66;65;63;11.8;vivant;51;53;57;58;58;66;65;63;low;11.295;1
B3J29;77;2;3;10;29;77;lim;;;;;;;;;1.2;;;;;;;;;;;g;;;;;;;;;low;;
B3J3;76;2;3;10;3;76;lim;25;28;0;11;0;0;0;15;5.8;168;23;31;38;36.5;44;50;43;57;12.4;vivant;23;31;38;36.5;44;50;43;57;low;12.8;1
B3J30;9;2;3;10;30;9;lim;30;18.0625;3;0.6;1;5;0;;3.6;135;20;39;52;52.5;16;6;10;0;12.5;2017;20;39;52;52.5;16;6;10;;low;11.3325;0
B3J31;74;2;3;10;31;74;lim;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;low;;
B3J32;72;2;3;10;32;72;lim;;;;;;;;;5;;;;;;;;;;;g;;;;;;;;;low;;
